image_id,filename,disease_label,disease_code,relative_path,full_path,file_size_kb,img_format,image_hash,split,resize_width,resize_height,binarisasi_applied,binarisasi_method,prescale_applied,prescale_range,size_norm,kecamatan,avg_temp,avg_humidity,total_precip,avg_drought,avg_uv,avg_wind,obs_count,musim,sumber_api,n_laporan,avg_kerugian_pct,avg_luas_ha,avg_serangan_pct
SEH012,Healthy_rice_leaf (109).jpg,sehat,0,sehat\Healthy_rice_leaf (109).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (109).jpg,1708.6,.jpg,a7d20aa11458fab9,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.2552,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH013,Healthy_rice_leaf (11).jpg,sehat,0,sehat\Healthy_rice_leaf (11).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (11).jpg,243.8,.jpg,88ac0f190f6ca57e,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0322,Haurgeulis,28.297,82.444,11.0,0.319,2.533,5.251,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH014,Healthy_rice_leaf (110).jpg,sehat,0,sehat\Healthy_rice_leaf (110).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (110).jpg,1723.1,.jpg,7d74c31118b025de,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.2574,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH015,Healthy_rice_leaf (111).jpg,sehat,0,sehat\Healthy_rice_leaf (111).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (111).jpg,1898.4,.jpg,3731701cc4f0d09e,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.2841,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH016,Healthy_rice_leaf (112).jpg,sehat,0,sehat\Healthy_rice_leaf (112).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (112).jpg,1880.0,.jpg,5203eeb4aeaf5543,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.2813,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH017,Healthy_rice_leaf (113).jpg,sehat,0,sehat\Healthy_rice_leaf (113).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (113).jpg,1470.6,.jpg,2055344340a637f7,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.2189,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH018,Healthy_rice_leaf (117).jpg,sehat,0,sehat\Healthy_rice_leaf (117).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (117).jpg,1917.9,.jpg,9539791b2206d308,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.287,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH019,Healthy_rice_leaf (118).jpg,sehat,0,sehat\Healthy_rice_leaf (118).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (118).jpg,1715.4,.jpg,27ff0457cfd1741e,val,224,224,True,Otsu,True,"[0.0, 1.0]",0.2562,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH020,Healthy_rice_leaf (119).jpg,sehat,0,sehat\Healthy_rice_leaf (119).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (119).jpg,1681.7,.jpg,55d14759ab7729c3,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.2511,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH021,Healthy_rice_leaf (120).jpg,sehat,0,sehat\Healthy_rice_leaf (120).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (120).jpg,1573.6,.jpg,378a57c2c57f8330,val,224,224,True,Otsu,True,"[0.0, 1.0]",0.2346,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH022,Healthy_rice_leaf (121).jpg,sehat,0,sehat\Healthy_rice_leaf (121).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (121).jpg,1494.3,.jpg,72c7b1b63f9ec4f8,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.2225,Haurgeulis,28.297,82.444,11.0,0.319,2.533,5.251,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH023,Healthy_rice_leaf (14).jpg,sehat,0,sehat\Healthy_rice_leaf (14).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (14).jpg,1649.1,.jpg,703452ab019d2557,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.2461,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH024,Healthy_rice_leaf (179).jpg,sehat,0,sehat\Healthy_rice_leaf (179).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (179).jpg,560.2,.jpg,335f93c3cec54f88,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0803,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH025,Healthy_rice_leaf (18).jpg,sehat,0,sehat\Healthy_rice_leaf (18).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (18).jpg,297.8,.jpg,4000faf2c5e89762,test,224,224,True,Otsu,True,"[0.0, 1.0]",0.0404,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH026,Healthy_rice_leaf (19).jpg,sehat,0,sehat\Healthy_rice_leaf (19).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (19).jpg,491.3,.jpg,7c22ffb308d20834,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0698,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH027,Healthy_rice_leaf (20).jpg,sehat,0,sehat\Healthy_rice_leaf (20).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (20).jpg,3524.0,.jpg,6712c3caecb13316,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.5316,Haurgeulis,28.297,82.444,11.0,0.319,2.533,5.251,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH028,Healthy_rice_leaf (21).jpg,sehat,0,sehat\Healthy_rice_leaf (21).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (21).jpg,485.3,.jpg,1d491a3cdbecf0ea,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0689,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH029,Healthy_rice_leaf (22).jpg,sehat,0,sehat\Healthy_rice_leaf (22).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (22).jpg,125.0,.jpg,02327b4b1d77836d,val,224,224,True,Otsu,True,"[0.0, 1.0]",0.0141,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH030,Healthy_rice_leaf (23).jpg,sehat,0,sehat\Healthy_rice_leaf (23).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (23).jpg,501.7,.jpg,3557d18638629fda,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0714,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH031,Healthy_rice_leaf (25).jpg,sehat,0,sehat\Healthy_rice_leaf (25).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (25).jpg,547.5,.jpg,ca16720a974abb18,val,224,224,True,Otsu,True,"[0.0, 1.0]",0.0784,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH032,Healthy_rice_leaf (29).jpg,sehat,0,sehat\Healthy_rice_leaf (29).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (29).jpg,557.2,.jpg,2e268b8909009914,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0799,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH033,Healthy_rice_leaf (3).jpg,sehat,0,sehat\Healthy_rice_leaf (3).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (3).jpg,609.8,.jpg,cb71872df51d9d27,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0879,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH034,Healthy_rice_leaf (30).jpg,sehat,0,sehat\Healthy_rice_leaf (30).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (30).jpg,434.5,.jpg,671fa8b46e01825e,test,224,224,True,Otsu,True,"[0.0, 1.0]",0.0612,Haurgeulis,28.297,82.444,11.0,0.319,2.533,5.251,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH035,Healthy_rice_leaf (31).jpg,sehat,0,sehat\Healthy_rice_leaf (31).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (31).jpg,451.3,.jpg,cf2fd1ca22fb6d07,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0638,Haurgeulis,28.297,82.444,11.0,0.319,2.533,5.251,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH036,Healthy_rice_leaf (32).jpg,sehat,0,sehat\Healthy_rice_leaf (32).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (32).jpg,553.1,.jpg,d5b5e6451d24dde8,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0793,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH037,Healthy_rice_leaf (33).jpg,sehat,0,sehat\Healthy_rice_leaf (33).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (33).jpg,626.0,.jpg,34974c771e74ee01,val,224,224,True,Otsu,True,"[0.0, 1.0]",0.0904,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH038,Healthy_rice_leaf (34).jpg,sehat,0,sehat\Healthy_rice_leaf (34).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (34).jpg,534.7,.jpg,b81cd614acec1912,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0765,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH039,Healthy_rice_leaf (35).jpg,sehat,0,sehat\Healthy_rice_leaf (35).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (35).jpg,578.9,.jpg,9b9976a95d315e5e,val,224,224,True,Otsu,True,"[0.0, 1.0]",0.0832,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH040,Healthy_rice_leaf (36).jpg,sehat,0,sehat\Healthy_rice_leaf (36).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (36).jpg,568.1,.jpg,03d113fbb1f7fb0d,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0815,Haurgeulis,28.297,82.444,11.0,0.319,2.533,5.251,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH041,Healthy_rice_leaf (40).jpg,sehat,0,sehat\Healthy_rice_leaf (40).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (40).jpg,563.1,.jpg,16ddfaa3e249f9c5,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0808,Haurgeulis,28.297,82.444,11.0,0.319,2.533,5.251,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH042,Healthy_rice_leaf (41).jpg,sehat,0,sehat\Healthy_rice_leaf (41).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (41).jpg,570.8,.jpg,e9f728509a9f73f9,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.082,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH043,Healthy_rice_leaf (42).jpg,sehat,0,sehat\Healthy_rice_leaf (42).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (42).jpg,665.9,.jpg,ec33372855ac8ae7,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0964,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH044,Healthy_rice_leaf (43).jpg,sehat,0,sehat\Healthy_rice_leaf (43).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (43).jpg,669.5,.jpg,c2b349c241615290,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.097,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH045,Healthy_rice_leaf (44).jpg,sehat,0,sehat\Healthy_rice_leaf (44).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (44).jpg,704.0,.jpg,387d6af25bdb06fe,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.1022,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH046,Healthy_rice_leaf (45).jpg,sehat,0,sehat\Healthy_rice_leaf (45).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (45).jpg,871.1,.jpg,1522296790a9717e,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.1277,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH047,Healthy_rice_leaf (46).jpg,sehat,0,sehat\Healthy_rice_leaf (46).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (46).jpg,921.8,.jpg,cf4f857c4575613c,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.1354,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH048,Healthy_rice_leaf (47).jpg,sehat,0,sehat\Healthy_rice_leaf (47).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (47).jpg,934.4,.jpg,328b167fc1ff90d6,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.1373,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH049,Healthy_rice_leaf (51).jpg,sehat,0,sehat\Healthy_rice_leaf (51).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (51).jpg,857.7,.jpg,31b2d38d6e62b78b,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.1256,Haurgeulis,28.297,82.444,11.0,0.319,2.533,5.251,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH050,Healthy_rice_leaf (52).jpg,sehat,0,sehat\Healthy_rice_leaf (52).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (52).jpg,854.6,.jpg,c4cea20b018a5706,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.1252,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH051,Healthy_rice_leaf (53).jpg,sehat,0,sehat\Healthy_rice_leaf (53).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (53).jpg,861.5,.jpg,d517f9fe9abba89e,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.1262,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH052,Healthy_rice_leaf (54).jpg,sehat,0,sehat\Healthy_rice_leaf (54).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (54).jpg,850.9,.jpg,9e78e91a700f2fb5,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.1246,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH053,Healthy_rice_leaf (55).jpg,sehat,0,sehat\Healthy_rice_leaf (55).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (55).jpg,4810.5,.jpg,fb5a2fe1239eb87d,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.7274,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH054,Healthy_rice_leaf (56).jpg,sehat,0,sehat\Healthy_rice_leaf (56).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (56).jpg,775.0,.jpg,d24c07b8e69f0c01,test,224,224,True,Otsu,True,"[0.0, 1.0]",0.113,Haurgeulis,28.297,82.444,11.0,0.319,2.533,5.251,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH055,Healthy_rice_leaf (57).jpg,sehat,0,sehat\Healthy_rice_leaf (57).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (57).jpg,566.3,.jpg,2a0ec1bb97170d44,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0813,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH056,Healthy_rice_leaf (58).jpg,sehat,0,sehat\Healthy_rice_leaf (58).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (58).jpg,4885.4,.jpg,68c7af2d7c2e6717,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.7388,Haurgeulis,28.297,82.444,11.0,0.319,2.533,5.251,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH057,Healthy_rice_leaf (62).jpg,sehat,0,sehat\Healthy_rice_leaf (62).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (62).jpg,5672.9,.jpg,871abead123f2513,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.8587,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH058,Healthy_rice_leaf (63).jpg,sehat,0,sehat\Healthy_rice_leaf (63).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (63).jpg,6231.2,.jpg,55697badde834ac9,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.9437,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH059,Healthy_rice_leaf (64).jpg,sehat,0,sehat\Healthy_rice_leaf (64).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (64).jpg,5465.7,.jpg,4500d8a9cf1e9fe1,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.8272,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH060,Healthy_rice_leaf (65).jpg,sehat,0,sehat\Healthy_rice_leaf (65).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (65).jpg,5161.5,.jpg,50b1f90087914364,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.7808,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH061,Healthy_rice_leaf (66).jpg,sehat,0,sehat\Healthy_rice_leaf (66).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (66).jpg,4952.3,.jpg,cf442dccd909c997,test,224,224,True,Otsu,True,"[0.0, 1.0]",0.749,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH062,Healthy_rice_leaf (67).jpg,sehat,0,sehat\Healthy_rice_leaf (67).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (67).jpg,4506.6,.jpg,f24e533c1a47a3a8,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.6811,Haurgeulis,28.297,82.444,11.0,0.319,2.533,5.251,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
