image_id,filename,disease_label,disease_code,relative_path,full_path,split
SEH024,Healthy_rice_leaf (179).jpg,sehat,0,sehat\Healthy_rice_leaf (179).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (179).jpg,train
SEH026,Healthy_rice_leaf (19).jpg,sehat,0,sehat\Healthy_rice_leaf (19).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (19).jpg,train
SEH027,Healthy_rice_leaf (20).jpg,sehat,0,sehat\Healthy_rice_leaf (20).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (20).jpg,train
SEH028,Healthy_rice_leaf (21).jpg,sehat,0,sehat\Healthy_rice_leaf (21).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (21).jpg,train
SEH030,Healthy_rice_leaf (23).jpg,sehat,0,sehat\Healthy_rice_leaf (23).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (23).jpg,train
SEH032,Healthy_rice_leaf (29).jpg,sehat,0,sehat\Healthy_rice_leaf (29).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (29).jpg,train
SEH033,Healthy_rice_leaf (3).jpg,sehat,0,sehat\Healthy_rice_leaf (3).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (3).jpg,train
SEH035,Healthy_rice_leaf (31).jpg,sehat,0,sehat\Healthy_rice_leaf (31).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (31).jpg,train
SEH036,Healthy_rice_leaf (32).jpg,sehat,0,sehat\Healthy_rice_leaf (32).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (32).jpg,train
SEH038,Healthy_rice_leaf (34).jpg,sehat,0,sehat\Healthy_rice_leaf (34).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (34).jpg,train
SEH040,Healthy_rice_leaf (36).jpg,sehat,0,sehat\Healthy_rice_leaf (36).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (36).jpg,train
SEH041,Healthy_rice_leaf (40).jpg,sehat,0,sehat\Healthy_rice_leaf (40).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (40).jpg,train
SEH042,Healthy_rice_leaf (41).jpg,sehat,0,sehat\Healthy_rice_leaf (41).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (41).jpg,train
SEH043,Healthy_rice_leaf (42).jpg,sehat,0,sehat\Healthy_rice_leaf (42).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (42).jpg,train
SEH044,Healthy_rice_leaf (43).jpg,sehat,0,sehat\Healthy_rice_leaf (43).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (43).jpg,train
SEH045,Healthy_rice_leaf (44).jpg,sehat,0,sehat\Healthy_rice_leaf (44).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (44).jpg,train
SEH046,Healthy_rice_leaf (45).jpg,sehat,0,sehat\Healthy_rice_leaf (45).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (45).jpg,train
SEH047,Healthy_rice_leaf (46).jpg,sehat,0,sehat\Healthy_rice_leaf (46).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (46).jpg,train
SEH048,Healthy_rice_leaf (47).jpg,sehat,0,sehat\Healthy_rice_leaf (47).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (47).jpg,train
SEH049,Healthy_rice_leaf (51).jpg,sehat,0,sehat\Healthy_rice_leaf (51).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (51).jpg,train
SEH050,Healthy_rice_leaf (52).jpg,sehat,0,sehat\Healthy_rice_leaf (52).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (52).jpg,train
SEH051,Healthy_rice_leaf (53).jpg,sehat,0,sehat\Healthy_rice_leaf (53).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (53).jpg,train
SEH052,Healthy_rice_leaf (54).jpg,sehat,0,sehat\Healthy_rice_leaf (54).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (54).jpg,train
SEH053,Healthy_rice_leaf (55).jpg,sehat,0,sehat\Healthy_rice_leaf (55).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (55).jpg,train
SEH055,Healthy_rice_leaf (57).jpg,sehat,0,sehat\Healthy_rice_leaf (57).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (57).jpg,train
SEH056,Healthy_rice_leaf (58).jpg,sehat,0,sehat\Healthy_rice_leaf (58).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (58).jpg,train
SEH057,Healthy_rice_leaf (62).jpg,sehat,0,sehat\Healthy_rice_leaf (62).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (62).jpg,train
SEH058,Healthy_rice_leaf (63).jpg,sehat,0,sehat\Healthy_rice_leaf (63).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (63).jpg,train
SEH059,Healthy_rice_leaf (64).jpg,sehat,0,sehat\Healthy_rice_leaf (64).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (64).jpg,train
SEH060,Healthy_rice_leaf (65).jpg,sehat,0,sehat\Healthy_rice_leaf (65).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (65).jpg,train
SEH062,Healthy_rice_leaf (67).jpg,sehat,0,sehat\Healthy_rice_leaf (67).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (67).jpg,train
SEH063,Healthy_rice_leaf (68).jpg,sehat,0,sehat\Healthy_rice_leaf (68).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (68).jpg,train
SEH064,Healthy_rice_leaf (69).jpg,sehat,0,sehat\Healthy_rice_leaf (69).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (69).jpg,train
SEH066,Healthy_rice_leaf (73).jpg,sehat,0,sehat\Healthy_rice_leaf (73).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (73).jpg,train
SEH067,Healthy_rice_leaf (74).jpg,sehat,0,sehat\Healthy_rice_leaf (74).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (74).jpg,train
SEH068,Healthy_rice_leaf (75).jpg,sehat,0,sehat\Healthy_rice_leaf (75).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (75).jpg,train
SEH069,Healthy_rice_leaf (76).jpg,sehat,0,sehat\Healthy_rice_leaf (76).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (76).jpg,train
SEH070,Healthy_rice_leaf (77).jpg,sehat,0,sehat\Healthy_rice_leaf (77).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (77).jpg,train
SEH071,Healthy_rice_leaf (78).jpg,sehat,0,sehat\Healthy_rice_leaf (78).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (78).jpg,train
SEH074,Healthy_rice_leaf (80).jpg,sehat,0,sehat\Healthy_rice_leaf (80).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (80).jpg,train
SEH075,Healthy_rice_leaf (84).jpg,sehat,0,sehat\Healthy_rice_leaf (84).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (84).jpg,train
SEH076,Healthy_rice_leaf (85).jpg,sehat,0,sehat\Healthy_rice_leaf (85).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (85).jpg,train
SEH078,Healthy_rice_leaf (87).jpg,sehat,0,sehat\Healthy_rice_leaf (87).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (87).jpg,train
SEH079,Healthy_rice_leaf (88).jpg,sehat,0,sehat\Healthy_rice_leaf (88).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (88).jpg,train
BLA001,IMG_0448.jpg,blast,1,blast\IMG_0448.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0448.jpg,train
BLA002,IMG_0535.jpg,blast,1,blast\IMG_0535.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0535.jpg,train
BLA003,IMG_0536.jpg,blast,1,blast\IMG_0536.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0536.jpg,train
BLA005,IMG_0543.jpg,blast,1,blast\IMG_0543.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0543.jpg,train
BLA006,IMG_0544.jpg,blast,1,blast\IMG_0544.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0544.jpg,train
BLA008,IMG_0546.jpg,blast,1,blast\IMG_0546.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0546.jpg,train
BLA009,IMG_0547.jpg,blast,1,blast\IMG_0547.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0547.jpg,train
BLA010,IMG_0548.jpg,blast,1,blast\IMG_0548.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0548.jpg,train
BLA011,IMG_0549.jpg,blast,1,blast\IMG_0549.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0549.jpg,train
BLA012,IMG_0550.jpg,blast,1,blast\IMG_0550.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0550.jpg,train
BLA013,IMG_0551.jpg,blast,1,blast\IMG_0551.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0551.jpg,train
BLA014,IMG_0553.jpg,blast,1,blast\IMG_0553.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0553.jpg,train
BLA015,IMG_0557.jpg,blast,1,blast\IMG_0557.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0557.jpg,train
BLA016,IMG_0558.jpg,blast,1,blast\IMG_0558.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0558.jpg,train
BLA018,IMG_0560.jpg,blast,1,blast\IMG_0560.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0560.jpg,train
BLA021,IMG_0566.jpg,blast,1,blast\IMG_0566.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0566.jpg,train
BLA022,IMG_0567.jpg,blast,1,blast\IMG_0567.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0567.jpg,train
BLA023,IMG_0569.jpg,blast,1,blast\IMG_0569.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0569.jpg,train
BLA024,IMG_0570.jpg,blast,1,blast\IMG_0570.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0570.jpg,train
BLA025,IMG_0571.jpg,blast,1,blast\IMG_0571.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0571.jpg,train
BLA026,IMG_0572.jpg,blast,1,blast\IMG_0572.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0572.jpg,train
BLA027,IMG_0575.jpg,blast,1,blast\IMG_0575.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0575.jpg,train
BLA028,IMG_0576.jpg,blast,1,blast\IMG_0576.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0576.jpg,train
BLA029,IMG_0594.jpg,blast,1,blast\IMG_0594.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0594.jpg,train
BLA032,IMG_0603.jpg,blast,1,blast\IMG_0603.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0603.jpg,train
BLA033,IMG_0604.jpg,blast,1,blast\IMG_0604.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0604.jpg,train
BLA034,IMG_0605.jpg,blast,1,blast\IMG_0605.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0605.jpg,train
BLA037,IMG_0612.jpg,blast,1,blast\IMG_0612.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0612.jpg,train
BLA038,IMG_0613.jpg,blast,1,blast\IMG_0613.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0613.jpg,train
BLA039,IMG_0622.jpg,blast,1,blast\IMG_0622.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0622.jpg,train
BLA040,IMG_0628.jpg,blast,1,blast\IMG_0628.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0628.jpg,train
BLA041,IMG_0630.jpg,blast,1,blast\IMG_0630.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0630.jpg,train
BLA042,IMG_0632.jpg,blast,1,blast\IMG_0632.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0632.jpg,train
BLA043,IMG_0633.jpg,blast,1,blast\IMG_0633.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0633.jpg,train
BLA044,IMG_0635.jpg,blast,1,blast\IMG_0635.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0635.jpg,train
BLA045,IMG_0636.jpg,blast,1,blast\IMG_0636.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0636.jpg,train
BLA046,IMG_0640.jpg,blast,1,blast\IMG_0640.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0640.jpg,train
BLA047,IMG_0641.jpg,blast,1,blast\IMG_0641.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0641.jpg,train
BLA051,IMG_0650.jpg,blast,1,blast\IMG_0650.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0650.jpg,train
BLA052,IMG_0651.jpg,blast,1,blast\IMG_0651.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0651.jpg,train
BLA055,IMG_0656.jpg,blast,1,blast\IMG_0656.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0656.jpg,train
BLA056,IMG_0674.jpg,blast,1,blast\IMG_0674.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0674.jpg,train
BLA057,IMG_0675.jpg,blast,1,blast\IMG_0675.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0675.jpg,train
BLA058,IMG_0678.jpg,blast,1,blast\IMG_0678.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0678.jpg,train
BLA059,IMG_0680.jpg,blast,1,blast\IMG_0680.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0680.jpg,train
BLA060,IMG_0681.jpg,blast,1,blast\IMG_0681.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0681.jpg,train
BLA061,IMG_0682.jpg,blast,1,blast\IMG_0682.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0682.jpg,train
BLA062,IMG_0684.jpg,blast,1,blast\IMG_0684.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0684.jpg,train
BLA063,IMG_0687.jpg,blast,1,blast\IMG_0687.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0687.jpg,train
BLA065,IMG_0692.jpg,blast,1,blast\IMG_0692.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0692.jpg,train
BLA066,IMG_0694.jpg,blast,1,blast\IMG_0694.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0694.jpg,train
BLA067,IMG_0695.jpg,blast,1,blast\IMG_0695.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0695.jpg,train
BLA068,IMG_0698.jpg,blast,1,blast\IMG_0698.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0698.jpg,train
BLA069,IMG_0701.jpg,blast,1,blast\IMG_0701.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0701.jpg,train
BLA070,IMG_0704.jpg,blast,1,blast\IMG_0704.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0704.jpg,train
BLA072,IMG_0707.jpg,blast,1,blast\IMG_0707.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0707.jpg,train
BLA073,IMG_0708.jpg,blast,1,blast\IMG_0708.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0708.jpg,train
BLA074,IMG_0711.jpg,blast,1,blast\IMG_0711.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0711.jpg,train
BLA075,IMG_0713.jpg,blast,1,blast\IMG_0713.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0713.jpg,train
BLA076,IMG_0716.jpg,blast,1,blast\IMG_0716.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0716.jpg,train
BLA077,IMG_0717.jpg,blast,1,blast\IMG_0717.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0717.jpg,train
BLA078,IMG_0718.jpg,blast,1,blast\IMG_0718.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0718.jpg,train
BLA079,IMG_0720.jpg,blast,1,blast\IMG_0720.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0720.jpg,train
BLA080,IMG_0722.jpg,blast,1,blast\IMG_0722.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0722.jpg,train
BLI001,IMG_0834.jpg,blight,2,blight\IMG_0834.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0834.jpg,train
BLI002,IMG_0936.jpg,blight,2,blight\IMG_0936.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0936.jpg,train
BLI003,IMG_0937.jpg,blight,2,blight\IMG_0937.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0937.jpg,train
BLI006,IMG_0941.jpg,blight,2,blight\IMG_0941.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0941.jpg,train
BLI007,IMG_0943.jpg,blight,2,blight\IMG_0943.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0943.jpg,train
BLI008,IMG_0944.jpg,blight,2,blight\IMG_0944.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0944.jpg,train
BLI009,IMG_0946.jpg,blight,2,blight\IMG_0946.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0946.jpg,train
BLI010,IMG_0947.jpg,blight,2,blight\IMG_0947.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0947.jpg,train
BLI012,IMG_0949.jpg,blight,2,blight\IMG_0949.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0949.jpg,train
BLI013,IMG_0950.jpg,blight,2,blight\IMG_0950.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0950.jpg,train
BLI014,IMG_0952.jpg,blight,2,blight\IMG_0952.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0952.jpg,train
BLI016,IMG_0959.jpg,blight,2,blight\IMG_0959.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0959.jpg,train
BLI017,IMG_0962.jpg,blight,2,blight\IMG_0962.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0962.jpg,train
BLI018,IMG_0964.jpg,blight,2,blight\IMG_0964.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0964.jpg,train
BLI019,IMG_0965.jpg,blight,2,blight\IMG_0965.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0965.jpg,train
BLI020,IMG_0966.jpg,blight,2,blight\IMG_0966.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0966.jpg,train
BLI021,IMG_0971.jpg,blight,2,blight\IMG_0971.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0971.jpg,train
BLI022,IMG_0972.jpg,blight,2,blight\IMG_0972.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0972.jpg,train
BLI024,IMG_0976.jpg,blight,2,blight\IMG_0976.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0976.jpg,train
BLI025,IMG_0979.jpg,blight,2,blight\IMG_0979.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0979.jpg,train
BLI026,IMG_0982.jpg,blight,2,blight\IMG_0982.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0982.jpg,train
BLI028,IMG_0984.jpg,blight,2,blight\IMG_0984.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0984.jpg,train
BLI029,IMG_0985.jpg,blight,2,blight\IMG_0985.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0985.jpg,train
BLI030,IMG_0986.jpg,blight,2,blight\IMG_0986.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0986.jpg,train
