image_id,filename,disease_label,disease_code,relative_path,full_path,file_size_kb,img_format,image_hash,split
SEH027,Healthy_rice_leaf (20).jpg,sehat,0,sehat\Healthy_rice_leaf (20).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (20).jpg,3524.0,.jpg,6712c3caecb13316,train
SEH028,Healthy_rice_leaf (21).jpg,sehat,0,sehat\Healthy_rice_leaf (21).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (21).jpg,485.3,.jpg,1d491a3cdbecf0ea,train
SEH029,Healthy_rice_leaf (22).jpg,sehat,0,sehat\Healthy_rice_leaf (22).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (22).jpg,125.0,.jpg,02327b4b1d77836d,val
SEH030,Healthy_rice_leaf (23).jpg,sehat,0,sehat\Healthy_rice_leaf (23).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (23).jpg,501.7,.jpg,3557d18638629fda,train
SEH031,Healthy_rice_leaf (25).jpg,sehat,0,sehat\Healthy_rice_leaf (25).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (25).jpg,547.5,.jpg,ca16720a974abb18,val
SEH032,Healthy_rice_leaf (29).jpg,sehat,0,sehat\Healthy_rice_leaf (29).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (29).jpg,557.2,.jpg,2e268b8909009914,train
SEH033,Healthy_rice_leaf (3).jpg,sehat,0,sehat\Healthy_rice_leaf (3).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (3).jpg,609.8,.jpg,cb71872df51d9d27,train
SEH034,Healthy_rice_leaf (30).jpg,sehat,0,sehat\Healthy_rice_leaf (30).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (30).jpg,434.5,.jpg,671fa8b46e01825e,test
SEH035,Healthy_rice_leaf (31).jpg,sehat,0,sehat\Healthy_rice_leaf (31).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (31).jpg,451.3,.jpg,cf2fd1ca22fb6d07,train
SEH036,Healthy_rice_leaf (32).jpg,sehat,0,sehat\Healthy_rice_leaf (32).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (32).jpg,553.1,.jpg,d5b5e6451d24dde8,train
SEH037,Healthy_rice_leaf (33).jpg,sehat,0,sehat\Healthy_rice_leaf (33).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (33).jpg,626.0,.jpg,34974c771e74ee01,val
SEH038,Healthy_rice_leaf (34).jpg,sehat,0,sehat\Healthy_rice_leaf (34).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (34).jpg,534.7,.jpg,b81cd614acec1912,train
SEH039,Healthy_rice_leaf (35).jpg,sehat,0,sehat\Healthy_rice_leaf (35).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (35).jpg,578.9,.jpg,9b9976a95d315e5e,val
SEH040,Healthy_rice_leaf (36).jpg,sehat,0,sehat\Healthy_rice_leaf (36).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (36).jpg,568.1,.jpg,03d113fbb1f7fb0d,train
SEH041,Healthy_rice_leaf (40).jpg,sehat,0,sehat\Healthy_rice_leaf (40).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (40).jpg,563.1,.jpg,16ddfaa3e249f9c5,train
SEH042,Healthy_rice_leaf (41).jpg,sehat,0,sehat\Healthy_rice_leaf (41).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (41).jpg,570.8,.jpg,e9f728509a9f73f9,train
SEH043,Healthy_rice_leaf (42).jpg,sehat,0,sehat\Healthy_rice_leaf (42).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (42).jpg,665.9,.jpg,ec33372855ac8ae7,train
SEH044,Healthy_rice_leaf (43).jpg,sehat,0,sehat\Healthy_rice_leaf (43).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (43).jpg,669.5,.jpg,c2b349c241615290,train
SEH045,Healthy_rice_leaf (44).jpg,sehat,0,sehat\Healthy_rice_leaf (44).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (44).jpg,704.0,.jpg,387d6af25bdb06fe,train
SEH046,Healthy_rice_leaf (45).jpg,sehat,0,sehat\Healthy_rice_leaf (45).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (45).jpg,871.1,.jpg,1522296790a9717e,train
SEH047,Healthy_rice_leaf (46).jpg,sehat,0,sehat\Healthy_rice_leaf (46).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (46).jpg,921.8,.jpg,cf4f857c4575613c,train
SEH048,Healthy_rice_leaf (47).jpg,sehat,0,sehat\Healthy_rice_leaf (47).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (47).jpg,934.4,.jpg,328b167fc1ff90d6,train
SEH049,Healthy_rice_leaf (51).jpg,sehat,0,sehat\Healthy_rice_leaf (51).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (51).jpg,857.7,.jpg,31b2d38d6e62b78b,train
SEH050,Healthy_rice_leaf (52).jpg,sehat,0,sehat\Healthy_rice_leaf (52).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (52).jpg,854.6,.jpg,c4cea20b018a5706,train
SEH051,Healthy_rice_leaf (53).jpg,sehat,0,sehat\Healthy_rice_leaf (53).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (53).jpg,861.5,.jpg,d517f9fe9abba89e,train
SEH052,Healthy_rice_leaf (54).jpg,sehat,0,sehat\Healthy_rice_leaf (54).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (54).jpg,850.9,.jpg,9e78e91a700f2fb5,train
SEH053,Healthy_rice_leaf (55).jpg,sehat,0,sehat\Healthy_rice_leaf (55).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (55).jpg,4810.5,.jpg,fb5a2fe1239eb87d,train
SEH054,Healthy_rice_leaf (56).jpg,sehat,0,sehat\Healthy_rice_leaf (56).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (56).jpg,775.0,.jpg,d24c07b8e69f0c01,test
SEH055,Healthy_rice_leaf (57).jpg,sehat,0,sehat\Healthy_rice_leaf (57).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (57).jpg,566.3,.jpg,2a0ec1bb97170d44,train
SEH056,Healthy_rice_leaf (58).jpg,sehat,0,sehat\Healthy_rice_leaf (58).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (58).jpg,4885.4,.jpg,68c7af2d7c2e6717,train
SEH057,Healthy_rice_leaf (62).jpg,sehat,0,sehat\Healthy_rice_leaf (62).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (62).jpg,5672.9,.jpg,871abead123f2513,train
SEH058,Healthy_rice_leaf (63).jpg,sehat,0,sehat\Healthy_rice_leaf (63).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (63).jpg,6231.2,.jpg,55697badde834ac9,train
SEH059,Healthy_rice_leaf (64).jpg,sehat,0,sehat\Healthy_rice_leaf (64).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (64).jpg,5465.7,.jpg,4500d8a9cf1e9fe1,train
SEH060,Healthy_rice_leaf (65).jpg,sehat,0,sehat\Healthy_rice_leaf (65).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (65).jpg,5161.5,.jpg,50b1f90087914364,train
SEH061,Healthy_rice_leaf (66).jpg,sehat,0,sehat\Healthy_rice_leaf (66).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (66).jpg,4952.3,.jpg,cf442dccd909c997,test
SEH062,Healthy_rice_leaf (67).jpg,sehat,0,sehat\Healthy_rice_leaf (67).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (67).jpg,4506.6,.jpg,f24e533c1a47a3a8,train
SEH063,Healthy_rice_leaf (68).jpg,sehat,0,sehat\Healthy_rice_leaf (68).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (68).jpg,988.1,.jpg,7022ff8deccf585f,train
SEH064,Healthy_rice_leaf (69).jpg,sehat,0,sehat\Healthy_rice_leaf (69).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (69).jpg,1096.8,.jpg,40e79662326b83d0,train
SEH065,Healthy_rice_leaf (7).jpg,sehat,0,sehat\Healthy_rice_leaf (7).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (7).jpg,694.1,.jpg,796125880101e576,val
SEH066,Healthy_rice_leaf (73).jpg,sehat,0,sehat\Healthy_rice_leaf (73).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (73).jpg,811.5,.jpg,3b12343c45e9b1d6,train
SEH067,Healthy_rice_leaf (74).jpg,sehat,0,sehat\Healthy_rice_leaf (74).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (74).jpg,733.9,.jpg,a59b73137115151c,train
SEH068,Healthy_rice_leaf (75).jpg,sehat,0,sehat\Healthy_rice_leaf (75).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (75).jpg,706.6,.jpg,5b3df872f7675933,train
SEH069,Healthy_rice_leaf (76).jpg,sehat,0,sehat\Healthy_rice_leaf (76).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (76).jpg,780.9,.jpg,ca984903b63b764f,train
SEH070,Healthy_rice_leaf (77).jpg,sehat,0,sehat\Healthy_rice_leaf (77).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (77).jpg,746.9,.jpg,e17cba31a3ede52e,train
SEH071,Healthy_rice_leaf (78).jpg,sehat,0,sehat\Healthy_rice_leaf (78).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (78).jpg,756.8,.jpg,4ac3b5b020079ab6,train
SEH072,Healthy_rice_leaf (79).jpg,sehat,0,sehat\Healthy_rice_leaf (79).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (79).jpg,635.7,.jpg,90c6d9faef8ad83d,test
SEH073,Healthy_rice_leaf (8).jpg,sehat,0,sehat\Healthy_rice_leaf (8).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (8).jpg,829.0,.jpg,02cb579f3d282f47,val
SEH074,Healthy_rice_leaf (80).jpg,sehat,0,sehat\Healthy_rice_leaf (80).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (80).jpg,665.1,.jpg,11aab4abe9d05a2d,train
SEH075,Healthy_rice_leaf (84).jpg,sehat,0,sehat\Healthy_rice_leaf (84).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (84).jpg,744.2,.jpg,5d9a27b97907acaa,train
SEH076,Healthy_rice_leaf (85).jpg,sehat,0,sehat\Healthy_rice_leaf (85).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (85).jpg,698.1,.jpg,967e16849721214a,train
SEH077,Healthy_rice_leaf (86).jpg,sehat,0,sehat\Healthy_rice_leaf (86).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (86).jpg,819.5,.jpg,d3c676002a80df90,test
SEH078,Healthy_rice_leaf (87).jpg,sehat,0,sehat\Healthy_rice_leaf (87).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (87).jpg,550.9,.jpg,c0f54d2100aab414,train
SEH079,Healthy_rice_leaf (88).jpg,sehat,0,sehat\Healthy_rice_leaf (88).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (88).jpg,4757.7,.jpg,17ead2dc9b39f13f,train
SEH080,Healthy_rice_leaf (9).jpg,sehat,0,sehat\Healthy_rice_leaf (9).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (9).jpg,829.0,.jpg,02cb579f3d282f47,train
BLA001,IMG_0448.jpg,blast,1,blast\IMG_0448.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0448.jpg,49.8,.jpg,55f38550363218af,train
BLA002,IMG_0535.jpg,blast,1,blast\IMG_0535.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0535.jpg,33.5,.jpg,85031f2ac9918a10,train
BLA003,IMG_0536.jpg,blast,1,blast\IMG_0536.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0536.jpg,81.0,.jpg,bdce573704fd3182,train
BLA004,IMG_0541.jpg,blast,1,blast\IMG_0541.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0541.jpg,73.7,.jpg,af2460288df26891,val
BLA005,IMG_0543.jpg,blast,1,blast\IMG_0543.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0543.jpg,66.5,.jpg,48e145f66d80c68b,train
BLA006,IMG_0544.jpg,blast,1,blast\IMG_0544.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0544.jpg,70.6,.jpg,461a1aaf26649724,train
BLA007,IMG_0545.jpg,blast,1,blast\IMG_0545.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0545.jpg,70.0,.jpg,518ca4aec9e79c5b,test
BLA008,IMG_0546.jpg,blast,1,blast\IMG_0546.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0546.jpg,44.7,.jpg,104d5f1cb50cace1,train
BLA009,IMG_0547.jpg,blast,1,blast\IMG_0547.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0547.jpg,88.7,.jpg,86053ae628804b3e,train
BLA010,IMG_0548.jpg,blast,1,blast\IMG_0548.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0548.jpg,56.6,.jpg,3392d45061663442,train
BLA011,IMG_0549.jpg,blast,1,blast\IMG_0549.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0549.jpg,100.3,.jpg,f473dc23883353f8,train
BLA012,IMG_0550.jpg,blast,1,blast\IMG_0550.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0550.jpg,64.8,.jpg,0e6ccde04c35fed2,train
BLA013,IMG_0551.jpg,blast,1,blast\IMG_0551.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0551.jpg,77.3,.jpg,12ae05af7245c491,train
BLA014,IMG_0553.jpg,blast,1,blast\IMG_0553.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0553.jpg,80.8,.jpg,da18fcaab7460383,train
BLA015,IMG_0557.jpg,blast,1,blast\IMG_0557.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0557.jpg,52.9,.jpg,d865a24c9cfd8b1f,train
BLA016,IMG_0558.jpg,blast,1,blast\IMG_0558.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0558.jpg,46.4,.jpg,4527e23e06e1a012,train
BLA017,IMG_0559.jpg,blast,1,blast\IMG_0559.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0559.jpg,75.9,.jpg,33cc175217578b2e,test
BLA018,IMG_0560.jpg,blast,1,blast\IMG_0560.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0560.jpg,71.4,.jpg,fde2370bae8bbb18,train
BLA019,IMG_0561.jpg,blast,1,blast\IMG_0561.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0561.jpg,45.2,.jpg,1166075f023ea109,test
BLA020,IMG_0563.jpg,blast,1,blast\IMG_0563.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0563.jpg,67.1,.jpg,39f51f8e84922848,val
BLA021,IMG_0566.jpg,blast,1,blast\IMG_0566.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0566.jpg,70.7,.jpg,aa636561834e2113,train
BLA022,IMG_0567.jpg,blast,1,blast\IMG_0567.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0567.jpg,80.0,.jpg,ebd95b9f5eb7f27e,train
BLA023,IMG_0569.jpg,blast,1,blast\IMG_0569.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0569.jpg,49.2,.jpg,37dd9fc9d6fc006b,train
BLA024,IMG_0570.jpg,blast,1,blast\IMG_0570.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0570.jpg,77.5,.jpg,24118f9b9560857e,train
BLA025,IMG_0571.jpg,blast,1,blast\IMG_0571.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0571.jpg,75.2,.jpg,a947a480c5b20060,train
BLA026,IMG_0572.jpg,blast,1,blast\IMG_0572.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0572.jpg,69.4,.jpg,11c3c20251620c7c,train
BLA027,IMG_0575.jpg,blast,1,blast\IMG_0575.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0575.jpg,63.9,.jpg,72bc0a291eb6627b,train
BLA028,IMG_0576.jpg,blast,1,blast\IMG_0576.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0576.jpg,90.5,.jpg,6eaf21dbd4be2e98,train
BLA029,IMG_0594.jpg,blast,1,blast\IMG_0594.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0594.jpg,41.7,.jpg,b700a9c5675eb4d7,train
BLA030,IMG_0599.jpg,blast,1,blast\IMG_0599.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0599.jpg,43.5,.jpg,2a41f9f19b37232e,test
BLA031,IMG_0602.jpg,blast,1,blast\IMG_0602.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0602.jpg,59.4,.jpg,34e0493456d87452,val
BLA032,IMG_0603.jpg,blast,1,blast\IMG_0603.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0603.jpg,43.1,.jpg,46e953781b92588f,train
BLA033,IMG_0604.jpg,blast,1,blast\IMG_0604.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0604.jpg,40.7,.jpg,f6161076dd01e920,train
BLA034,IMG_0605.jpg,blast,1,blast\IMG_0605.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0605.jpg,44.4,.jpg,650249da1aabe7e9,train
BLA035,IMG_0607.jpg,blast,1,blast\IMG_0607.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0607.jpg,34.9,.jpg,0cbd9707d031a01b,test
BLA036,IMG_0611.jpg,blast,1,blast\IMG_0611.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0611.jpg,40.2,.jpg,6632d46be1655b91,val
BLA037,IMG_0612.jpg,blast,1,blast\IMG_0612.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0612.jpg,68.0,.jpg,a1f4e4b39cee9dbd,train
