station_id,kecamatan,kabupaten,latitude,longitude,elevasi_m,timestamp,temperature_c,humidity_pct,precipitation_mm,wind_speed_kmh,weather_code,cuaca,drought_index,uv_index,musim,source
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-12 20:00:00,28.2,82,0.5,3.1,80,Hujan Lebat,0.327,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-12 21:00:00,27.7,85,0.3,6.6,80,Hujan Lebat,0.273,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-12 22:00:00,27.3,87,0.0,6.2,3,Berawan,0.236,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-12 23:00:00,27.0,87,0.0,4.7,3,Berawan,0.236,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 00:00:00,26.8,86,0.0,3.7,3,Berawan,0.255,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 01:00:00,26.6,87,0.0,3.6,3,Berawan,0.236,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 02:00:00,26.3,89,0.0,4.0,3,Berawan,0.2,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 03:00:00,26.0,89,0.0,4.6,3,Berawan,0.2,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 04:00:00,25.8,90,0.0,4.1,2,Berawan,0.182,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 05:00:00,25.7,91,0.0,3.6,1,Cerah,0.164,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 06:00:00,25.6,92,0.0,3.8,0,Cerah,0.145,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 07:00:00,26.4,88,0.0,5.2,0,Cerah,0.218,2.1,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 08:00:00,27.9,83,0.0,6.8,0,Cerah,0.309,4.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 09:00:00,29.5,73,0.0,8.4,0,Cerah,0.491,5.7,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 10:00:00,30.7,68,0.0,8.7,1,Cerah,0.582,6.9,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 11:00:00,31.8,62,0.0,9.2,2,Berawan,0.691,7.7,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 12:00:00,32.4,60,0.0,10.5,2,Berawan,0.727,8.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 13:00:00,32.2,63,0.0,13.3,2,Berawan,0.673,7.7,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 14:00:00,32.1,63,0.0,14.4,2,Berawan,0.673,6.9,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 15:00:00,31.8,65,0.0,15.3,1,Cerah,0.636,5.7,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 16:00:00,30.9,71,0.0,14.0,2,Berawan,0.527,4.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 17:00:00,30.1,73,0.0,12.2,3,Berawan,0.491,2.1,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 18:00:00,29.4,77,0.0,9.7,3,Berawan,0.418,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 19:00:00,28.9,80,0.1,6.2,3,Berawan,0.364,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 20:00:00,28.3,84,0.5,5.0,80,Hujan Lebat,0.291,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 21:00:00,28.0,86,0.0,3.3,3,Berawan,0.255,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 22:00:00,27.7,88,0.0,5.0,3,Berawan,0.218,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-13 23:00:00,27.4,89,0.0,5.2,3,Berawan,0.2,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 00:00:00,27.2,89,0.0,3.8,3,Berawan,0.2,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 01:00:00,27.0,89,0.0,4.6,3,Berawan,0.2,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 02:00:00,26.6,90,0.0,4.8,3,Berawan,0.182,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 03:00:00,26.4,90,0.0,4.6,2,Berawan,0.182,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 04:00:00,26.4,91,0.0,3.6,2,Berawan,0.164,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 05:00:00,26.3,91,0.0,3.1,1,Cerah,0.164,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 06:00:00,26.3,92,0.0,3.3,1,Cerah,0.145,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 07:00:00,26.9,90,0.0,4.1,1,Cerah,0.182,2.1,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 08:00:00,28.2,85,0.0,7.1,1,Cerah,0.273,4.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 09:00:00,29.4,77,0.0,9.5,2,Berawan,0.418,5.7,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 10:00:00,30.6,70,0.0,9.0,2,Berawan,0.545,6.9,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 11:00:00,31.2,67,0.0,8.7,2,Berawan,0.6,7.7,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 12:00:00,31.3,68,0.3,9.3,80,Hujan Lebat,0.582,8.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 13:00:00,31.3,68,0.4,11.8,80,Hujan Lebat,0.582,7.7,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 14:00:00,31.2,69,0.0,14.1,3,Berawan,0.564,6.9,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 15:00:00,31.0,69,0.0,13.8,2,Berawan,0.564,5.7,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 16:00:00,30.7,71,0.0,12.1,1,Cerah,0.527,4.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 17:00:00,30.0,74,0.0,8.9,1,Cerah,0.473,2.1,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 18:00:00,29.4,76,0.0,5.9,1,Cerah,0.436,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 19:00:00,28.9,80,0.0,5.1,2,Berawan,0.364,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 20:00:00,28.5,85,0.0,3.7,3,Berawan,0.273,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 21:00:00,28.1,88,0.1,3.5,3,Berawan,0.218,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 22:00:00,27.8,89,0.6,3.7,80,Hujan Lebat,0.2,0.0,Gadu,OPENMETEO_API
STN01,Indramayu,Indramayu,-6.33,108.32,7,2026-04-14 23:00:00,27.5,89,1.0,4.6,95,Hujan Lebat,0.2,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 00:00:00,25.6,92,0.0,5.0,3,Berawan,0.145,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 01:00:00,25.0,94,0.0,2.4,3,Berawan,0.109,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 02:00:00,24.7,95,0.0,1.8,2,Berawan,0.091,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 03:00:00,24.4,96,0.0,1.8,45,Mendung,0.073,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 04:00:00,24.2,97,0.0,2.1,45,Mendung,0.055,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 05:00:00,24.0,98,0.0,1.8,45,Mendung,0.036,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 06:00:00,23.9,97,0.0,1.9,45,Mendung,0.055,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 07:00:00,24.9,97,0.0,1.9,45,Mendung,0.055,2.1,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 08:00:00,27.0,87,0.0,2.4,3,Berawan,0.236,4.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 09:00:00,28.8,81,0.0,3.1,2,Berawan,0.345,5.7,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 10:00:00,30.2,72,0.0,3.3,2,Berawan,0.509,6.9,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 11:00:00,31.3,67,0.0,2.6,2,Berawan,0.6,7.7,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 12:00:00,32.3,62,0.0,2.4,2,Berawan,0.691,8.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 13:00:00,33.0,58,0.0,2.5,3,Berawan,0.764,7.7,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 14:00:00,33.6,55,0.0,3.6,3,Berawan,0.818,6.9,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 15:00:00,33.3,57,0.0,7.0,3,Berawan,0.782,5.7,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 16:00:00,31.5,66,0.2,10.6,80,Hujan Lebat,0.618,4.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 17:00:00,30.6,68,0.0,8.2,3,Berawan,0.582,2.1,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 18:00:00,28.8,78,1.9,1.8,95,Hujan Lebat,0.4,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 19:00:00,28.0,85,0.8,2.5,80,Hujan Lebat,0.273,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 20:00:00,27.3,89,0.9,3.3,80,Hujan Lebat,0.2,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 21:00:00,26.8,88,0.0,6.8,3,Berawan,0.218,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 22:00:00,26.3,89,0.0,4.6,3,Berawan,0.2,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-12 23:00:00,25.9,90,0.0,3.4,3,Berawan,0.182,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 00:00:00,25.6,91,0.0,3.0,3,Berawan,0.164,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 01:00:00,25.3,92,0.0,3.1,3,Berawan,0.145,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 02:00:00,24.9,94,0.0,3.3,3,Berawan,0.109,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 03:00:00,24.7,94,0.0,3.4,3,Berawan,0.109,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 04:00:00,24.5,95,0.0,2.7,2,Berawan,0.091,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 05:00:00,24.3,95,0.0,2.2,2,Berawan,0.091,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 06:00:00,24.1,96,0.0,2.7,45,Mendung,0.073,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 07:00:00,25.3,95,0.0,3.1,1,Cerah,0.091,2.1,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 08:00:00,27.7,85,0.0,5.4,0,Cerah,0.273,4.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 09:00:00,29.3,77,0.0,6.9,1,Cerah,0.418,5.7,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 10:00:00,30.6,70,0.0,7.6,1,Cerah,0.545,6.9,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 11:00:00,31.7,65,0.0,8.1,2,Berawan,0.636,7.7,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 12:00:00,32.7,60,0.0,8.8,1,Cerah,0.727,8.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 13:00:00,33.3,58,0.0,11.2,2,Berawan,0.764,7.7,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 14:00:00,33.2,58,0.0,13.2,2,Berawan,0.764,6.9,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 15:00:00,32.5,60,0.0,13.8,2,Berawan,0.727,5.7,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 16:00:00,31.1,69,0.3,13.3,80,Hujan Lebat,0.564,4.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 17:00:00,29.7,76,1.8,11.3,80,Hujan Lebat,0.436,2.1,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 18:00:00,29.0,80,0.0,6.0,3,Berawan,0.364,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 19:00:00,27.8,87,1.4,4.0,95,Hujan Lebat,0.236,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 20:00:00,27.1,91,1.0,4.5,80,Hujan Lebat,0.164,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 21:00:00,26.7,93,0.0,3.4,3,Berawan,0.127,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 22:00:00,26.4,94,0.0,4.6,3,Berawan,0.109,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-13 23:00:00,26.3,93,0.0,3.7,3,Berawan,0.127,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 00:00:00,26.0,93,0.0,3.1,3,Berawan,0.127,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 01:00:00,25.8,93,0.0,3.6,3,Berawan,0.127,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 02:00:00,25.6,94,0.0,3.6,3,Berawan,0.109,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 03:00:00,25.5,94,0.0,2.7,2,Berawan,0.109,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 04:00:00,25.3,94,0.0,1.8,2,Berawan,0.109,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 05:00:00,25.2,95,0.0,1.8,1,Cerah,0.091,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 06:00:00,25.0,95,0.0,2.0,2,Berawan,0.091,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 07:00:00,25.9,96,0.0,2.3,2,Berawan,0.073,2.1,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 08:00:00,27.9,88,0.0,5.1,1,Cerah,0.218,4.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 09:00:00,29.3,79,0.0,8.4,2,Berawan,0.382,5.7,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 10:00:00,30.5,73,0.0,7.9,2,Berawan,0.491,6.9,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 11:00:00,31.3,69,0.0,6.8,2,Berawan,0.564,7.7,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 12:00:00,31.7,69,0.1,9.3,3,Berawan,0.564,8.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 13:00:00,31.6,70,0.3,12.2,80,Hujan Lebat,0.545,7.7,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 14:00:00,31.4,70,0.5,14.0,80,Hujan Lebat,0.545,6.9,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 15:00:00,31.1,70,0.1,13.4,3,Berawan,0.545,5.7,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 16:00:00,30.9,70,0.0,10.4,2,Berawan,0.545,4.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 17:00:00,30.0,73,0.1,7.2,2,Berawan,0.491,2.1,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 18:00:00,28.9,80,1.1,4.3,95,Hujan Lebat,0.364,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 19:00:00,28.0,86,0.9,1.8,80,Hujan Lebat,0.255,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 20:00:00,27.7,87,0.0,1.3,3,Berawan,0.236,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 21:00:00,27.3,89,0.0,1.6,3,Berawan,0.2,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 22:00:00,26.9,91,0.1,1.8,3,Berawan,0.164,0.0,Gadu,OPENMETEO_API
STN02,Jatibarang,Indramayu,-6.47,108.3,11,2026-04-14 23:00:00,26.5,93,0.5,2.9,80,Hujan Lebat,0.127,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 00:00:00,26.0,94,0.0,4.1,3,Berawan,0.109,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 01:00:00,25.5,95,0.0,3.1,3,Berawan,0.091,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 02:00:00,25.2,95,0.0,2.5,3,Berawan,0.091,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 03:00:00,25.1,95,0.0,2.2,2,Berawan,0.091,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 04:00:00,24.9,95,0.0,2.2,2,Berawan,0.091,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 05:00:00,24.7,95,0.0,2.7,3,Berawan,0.091,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 06:00:00,24.6,95,0.0,3.1,3,Berawan,0.091,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 07:00:00,25.4,94,0.0,2.5,3,Berawan,0.109,2.1,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 08:00:00,27.0,88,0.0,2.8,3,Berawan,0.218,4.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 09:00:00,28.7,83,0.0,2.9,2,Berawan,0.309,5.7,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 10:00:00,30.3,73,0.0,4.3,2,Berawan,0.491,6.9,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 11:00:00,31.5,67,0.0,3.6,2,Berawan,0.6,7.7,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 12:00:00,32.4,62,0.0,3.4,3,Berawan,0.691,8.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 13:00:00,33.1,59,0.0,4.6,3,Berawan,0.745,7.7,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 14:00:00,33.1,60,0.0,7.4,3,Berawan,0.727,6.9,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 15:00:00,32.1,65,0.1,10.7,3,Berawan,0.636,5.7,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 16:00:00,31.1,68,0.0,10.6,3,Berawan,0.582,4.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 17:00:00,30.4,69,0.0,7.8,3,Berawan,0.564,2.1,Gadu,OPENMETEO_API
